"id","firstname","lastname","birthyear","zipcode","gamma.1","gamma.2","gamma.3","gamma.4","posterior","firstname_a","lastname_a","birthyear_a","zipcode_a","firstname_b","lastname_b","birthyear_b","zipcode_b","first_name_distance","last_name_distance","birth_year_distance","posterior_bin"
7769,"John","Johnson",1999,15111,2,0,2,2,0.9851868388166,"John","Johnson",1999,15111,"John","rozjicn",1999,15111,0,5,0,"(0.9,1]"
7770,"Olivia","Brown",1990,19022,0,0,2,2,0.637087109523096,"Olivia","Brown",1990,19022,"moiviy","qroun",1990,19022,3,2,0,"(0.6,0.7]"
7771,"Olivia","Jones",1985,13834,2,2,2,2,0.999606254813491,"Olivia","Jones",1985,13834,"Olivia","Jones",1985,13834,0,0,0,"(0.9,1]"
7772,"Michael","Johnson",1970,10145,0,2,0,2,0.352540029046541,"Michael","Johnson",1970,10145,"civtmnl","Johnson",1972,10145,5,0,2,"(0.3,0.4]"
7773,"Emily","Smith",1987,12814,2,2,2,2,0.999606254813491,"Emily","Smith",1987,12814,"Emily","Smith",1987,12814,0,0,0,"(0.9,1]"
7774,"William","Martinez",1978,12757,2,0,2,2,0.9851868388166,"William","Martinez",1978,12757,"William","cwrkxzez",1978,12757,0,5,0,"(0.9,1]"
7775,"Jane","Miller",1984,12000,2,2,2,2,0.999606254813491,"Jane","Miller",1984,12000,"Jane","Miller",1984,12000,0,0,0,"(0.9,1]"
7776,"Michael","Williams",1979,16652,2,2,2,2,0.999606254813491,"Michael","Williams",1979,16652,"Michael","Williams",1979,16652,0,0,0,"(0.9,1]"
7777,"John","Rodriguez",1999,15406,2,2,2,2,0.999606254813491,"John","Rodriguez",1999,15406,"John","Rodriguez",1999,15406,0,0,0,"(0.9,1]"
7778,"Olivia","Johnson",1983,10302,2,0,2,2,0.9851868388166,"Olivia","Johnson",1983,10302,"Olivia","Johkson",1983,10302,0,1,0,"(0.9,1]"
7779,"Sarah","Martinez",1980,16316,0,0,2,2,0.637087109523096,"Sarah","Martinez",1980,16316,"lcelh","vrxtitri",1980,16316,4,6,0,"(0.6,0.7]"
7780,"William","Smith",1977,18422,2,2,2,2,0.999606254813491,"William","Smith",1977,18422,"William","Smith",1977,18422,0,0,0,"(0.9,1]"
7781,"Michael","Jones",1992,15487,2,2,2,2,0.999606254813491,"Michael","Jones",1992,15487,"Michael","Jones",1992,15487,0,0,0,"(0.9,1]"
7782,"James","Rodriguez",1980,13260,2,2,2,2,0.999606254813491,"James","Rodriguez",1980,13260,"James","Rodriguez",1980,13260,0,0,0,"(0.9,1]"
7783,"Emma","Johnson",2000,14798,0,2,2,2,0.985296268614473,"Emma","Johnson",2000,14798,"akma","Johnson",2000,14798,2,0,0,"(0.9,1]"
7784,"John","Jones",1991,18838,0,2,2,2,0.985296268614473,"John","Jones",1991,18838,"twhm","Jones",1991,18838,3,0,0,"(0.9,1]"
7785,"Emma","Johnson",1981,12474,0,0,0,2,0.0140637613378519,"Emma","Johnson",1981,12474,"hvao","xejnaxc",1979,12474,4,6,2,"[0,0.1]"
7786,"Emma","Martinez",1991,10051,2,2,0,2,0.953764941384782,"Emma","Martinez",1991,10051,"Emma","Martinez",1990,10051,0,0,1,"(0.9,1]"
7788,"William","Garcia",1988,16447,2,2,2,2,0.999606254813491,"William","Garcia",1988,16447,"William","Garcia",1988,16447,0,0,0,"(0.9,1]"
7789,"Michael","Rodriguez",1981,12894,2,2,2,2,0.999606254813491,"Michael","Rodriguez",1981,12894,"Michael","Rodriguez",1981,12894,0,0,0,"(0.9,1]"
7790,"David","Johnson",1974,10055,2,0,0,2,0.350824129674507,"David","Johnson",1974,10055,"David","mognugm",1972,10055,0,5,2,"(0.3,0.4]"
7791,"Emily","Davis",1978,17401,0,2,2,2,0.985296268614473,"Emily","Davis",1978,17401,"nkitj","Davis",1978,17401,4,0,0,"(0.9,1]"
7792,"Michael","Brown",1991,18883,2,0,2,2,0.9851868388166,"Michael","Brown",1991,18883,"Michael","rwelt",1991,18883,0,5,0,"(0.9,1]"
7793,"William","Davis",1989,19142,2,0,2,2,0.9851868388166,"William","Davis",1989,19142,"William","Dalis",1989,19142,0,1,0,"(0.9,1]"
7794,"Emily","Jones",1982,14989,2,2,2,2,0.999606254813491,"Emily","Jones",1982,14989,"Emily","Jones",1982,14989,0,0,0,"(0.9,1]"
7795,"James","Miller",1987,18995,2,2,2,2,0.999606254813491,"James","Miller",1987,18995,"James","Miller",1987,18995,0,0,0,"(0.9,1]"
7796,"William","Garcia",1980,18929,0,2,2,2,0.985296268614473,"William","Garcia",1980,18929,"pilefbt","Garcia",1980,18929,5,0,0,"(0.9,1]"
7797,"David","Johnson",1979,18394,0,2,2,2,0.985296268614473,"David","Johnson",1979,18394,"fzijt","Johnson",1979,18394,5,0,0,"(0.9,1]"
7798,"Olivia","Davis",1998,16493,2,2,2,2,0.999606254813491,"Olivia","Davis",1998,16493,"Olivia","Davis",1998,16493,0,0,0,"(0.9,1]"
7799,"Michael","Rodriguez",1973,12702,2,0,0,2,0.350824129674507,"Michael","Rodriguez",1973,12702,"Michael","eqmfstttg",1972,12702,0,9,1,"(0.3,0.4]"
7800,"Michael","Williams",1971,11599,2,0,2,2,0.9851868388166,"Michael","Williams",1971,11599,"Michael","Wtlliams",1971,11599,0,1,0,"(0.9,1]"
7801,"John","Jones",2000,13897,2,0,2,2,0.9851868388166,"John","Jones",2000,13897,"John","moces",2000,13897,0,2,0,"(0.9,1]"
7802,"Olivia","Williams",1998,18651,2,0,2,2,0.9851868388166,"Olivia","Williams",1998,18651,"Olivia","uulncams",1998,18651,0,4,0,"(0.9,1]"
7803,"John","Smith",1995,18207,2,2,2,2,0.999606254813491,"John","Smith",1995,18207,"John","Smith",1995,18207,0,0,0,"(0.9,1]"
7804,"Emma","Garcia",1991,16900,2,2,2,2,0.999606254813491,"Emma","Garcia",1991,16900,"Emma","Garcia",1991,16900,0,0,0,"(0.9,1]"
7805,"David","Jones",1997,14824,2,2,2,2,0.999606254813491,"David","Jones",1997,14824,"David","Jones",1997,14824,0,0,0,"(0.9,1]"
7806,"William","Williams",1978,11309,2,2,2,2,0.999606254813491,"William","Williams",1978,11309,"William","Williams",1978,11309,0,0,0,"(0.9,1]"
7807,"John","Martinez",1973,16579,0,2,2,2,0.985296268614473,"John","Martinez",1973,16579,"orjn","Martinez",1973,16579,3,0,0,"(0.9,1]"
7808,"James","Jones",1997,18304,0,2,2,2,0.985296268614473,"James","Jones",1997,18304,"lmrcg","Jones",1997,18304,5,0,0,"(0.9,1]"
7809,"James","Smith",1971,11921,2,2,2,2,0.999606254813491,"James","Smith",1971,11921,"James","Smith",1971,11921,0,0,0,"(0.9,1]"
7810,"Michael","Williams",1995,12120,0,0,2,2,0.637087109523096,"Michael","Williams",1995,12120,"wnghrep","Wklliams",1995,12120,5,1,0,"(0.6,0.7]"
7811,"Emily","Johnson",1970,17996,2,0,2,2,0.9851868388166,"Emily","Johnson",1970,17996,"Emily","Johnvdn",1970,17996,0,2,0,"(0.9,1]"
7812,"William","Brown",1979,19009,2,2,2,2,0.999606254813491,"William","Brown",1979,19009,"William","Brown",1979,19009,0,0,0,"(0.9,1]"
7813,"John","Rodriguez",1975,11470,2,2,2,2,0.999606254813491,"John","Rodriguez",1975,11470,"John","Rodriguez",1975,11470,0,0,0,"(0.9,1]"
7814,"Jane","Davis",1976,16545,2,0,2,2,0.9851868388166,"Jane","Davis",1976,16545,"Jane","Dhvis",1976,16545,0,1,0,"(0.9,1]"
7815,"David","Williams",1971,16225,2,2,2,2,0.999606254813491,"David","Williams",1971,16225,"David","Williams",1971,16225,0,0,0,"(0.9,1]"
7816,"Sarah","Johnson",1997,13804,2,2,2,2,0.999606254813491,"Sarah","Johnson",1997,13804,"Sarah","Johnson",1997,13804,0,0,0,"(0.9,1]"
7817,"Olivia","Johnson",1974,13492,2,2,2,2,0.999606254813491,"Olivia","Johnson",1974,13492,"Olivia","Johnson",1974,13492,0,0,0,"(0.9,1]"
7818,"Jane","Rodriguez",1972,12618,2,0,2,2,0.9851868388166,"Jane","Rodriguez",1972,12618,"Jane","Rofriguez",1972,12618,0,1,0,"(0.9,1]"
7819,"David","Brown",2000,14053,2,2,2,2,0.999606254813491,"David","Brown",2000,14053,"David","Brown",2000,14053,0,0,0,"(0.9,1]"
7820,"Olivia","Miller",1998,11601,0,0,2,2,0.637087109523096,"Olivia","Miller",1998,11601,"rlacxe","kilvyd",1998,11601,5,4,0,"(0.6,0.7]"
7821,"John","Johnson",1977,19195,2,2,2,2,0.999606254813491,"John","Johnson",1977,19195,"John","Johnson",1977,19195,0,0,0,"(0.9,1]"
7822,"Sarah","Martinez",1994,17153,2,2,2,2,0.999606254813491,"Sarah","Martinez",1994,17153,"Sarah","Martinez",1994,17153,0,0,0,"(0.9,1]"
7823,"Jane","Miller",1986,16463,2,2,0,2,0.953764941384782,"Jane","Miller",1986,16463,"Jane","Miller",1987,16463,0,0,1,"(0.9,1]"
7824,"William","Williams",1980,13270,2,2,2,2,0.999606254813491,"William","Williams",1980,13270,"William","Williams",1980,13270,0,0,0,"(0.9,1]"
7825,"John","Rodriguez",1996,10916,2,0,2,2,0.9851868388166,"John","Rodriguez",1996,10916,"John","Rodrigeez",1996,10916,0,1,0,"(0.9,1]"
7826,"Emma","Miller",1989,17928,2,2,2,2,0.999606254813491,"Emma","Miller",1989,17928,"Emma","Miller",1989,17928,0,0,0,"(0.9,1]"
7827,"John","Williams",1981,12431,2,2,0,2,0.953764941384782,"John","Williams",1981,12431,"John","Williams",1982,12431,0,0,1,"(0.9,1]"
7828,"David","Garcia",1997,10682,2,2,2,2,0.999606254813491,"David","Garcia",1997,10682,"David","Garcia",1997,10682,0,0,0,"(0.9,1]"
7829,"James","Rodriguez",1985,10793,0,2,2,2,0.985296268614473,"James","Rodriguez",1985,10793,"Jpmes","Rodriguez",1985,10793,1,0,0,"(0.9,1]"
7830,"William","Johnson",1990,15697,2,0,2,2,0.9851868388166,"William","Johnson",1990,15697,"William","Jacqson",1990,15697,0,3,0,"(0.9,1]"
7831,"William","Smith",1999,15914,2,2,2,2,0.999606254813491,"William","Smith",1999,15914,"William","Smith",1999,15914,0,0,0,"(0.9,1]"
7832,"David","Davis",1970,15377,0,2,2,2,0.985296268614473,"David","Davis",1970,15377,"tauid","Davis",1970,15377,2,0,0,"(0.9,1]"
7833,"Jane","Johnson",1980,13316,2,2,2,2,0.999606254813491,"Jane","Johnson",1980,13316,"Jane","Johnson",1980,13316,0,0,0,"(0.9,1]"
7834,"Jane","Johnson",1977,17783,2,2,2,2,0.999606254813491,"Jane","Johnson",1977,17783,"Jane","Johnson",1977,17783,0,0,0,"(0.9,1]"
7835,"Michael","Martinez",1972,15772,2,2,0,2,0.953764941384782,"Michael","Martinez",1972,15772,"Michael","Martinez",1971,15772,0,0,1,"(0.9,1]"
7836,"John","Garcia",1970,17230,2,2,2,2,0.999606254813491,"John","Garcia",1970,17230,"John","Garcia",1970,17230,0,0,0,"(0.9,1]"
7837,"Olivia","Davis",1987,15997,2,2,2,2,0.999606254813491,"Olivia","Davis",1987,15997,"Olivia","Davis",1987,15997,0,0,0,"(0.9,1]"
7838,"Emma","Johnson",1982,11017,2,2,2,2,0.999606254813491,"Emma","Johnson",1982,11017,"Emma","Johnson",1982,11017,0,0,0,"(0.9,1]"
7839,"David","Miller",1972,13649,2,2,2,2,0.999606254813491,"David","Miller",1972,13649,"David","Miller",1972,13649,0,0,0,"(0.9,1]"
7840,"Jane","Garcia",1983,10959,2,0,2,2,0.9851868388166,"Jane","Garcia",1983,10959,"Jane","karcka",1983,10959,0,2,0,"(0.9,1]"
7841,"Emma","Martinez",1977,12258,0,2,2,2,0.985296268614473,"Emma","Martinez",1977,12258,"pwfh","Martinez",1977,12258,4,0,0,"(0.9,1]"
7842,"David","Brown",1999,13996,2,2,2,2,0.999606254813491,"David","Brown",1999,13996,"David","Brown",1999,13996,0,0,0,"(0.9,1]"
7843,"William","Smith",1986,13390,2,2,2,2,0.999606254813491,"William","Smith",1986,13390,"William","Smith",1986,13390,0,0,0,"(0.9,1]"
7844,"James","Garcia",1978,11742,2,0,2,2,0.9851868388166,"James","Garcia",1978,11742,"James","Gavcin",1978,11742,0,2,0,"(0.9,1]"
7845,"William","Garcia",1999,13039,0,2,2,2,0.985296268614473,"William","Garcia",1999,13039,"Wiiliam","Garcia",1999,13039,1,0,0,"(0.9,1]"
7846,"Olivia","Smith",1984,12933,2,0,2,2,0.9851868388166,"Olivia","Smith",1984,12933,"Olivia","Smmmh",1984,12933,0,2,0,"(0.9,1]"
7847,"John","Davis",1970,16472,2,0,2,2,0.9851868388166,"John","Davis",1970,16472,"John","mavjw",1970,16472,0,3,0,"(0.9,1]"
7848,"Sarah","Williams",1983,15357,2,2,2,2,0.999606254813491,"Sarah","Williams",1983,15357,"Sarah","Williams",1983,15357,0,0,0,"(0.9,1]"
7849,"David","Jones",1996,18112,2,2,2,2,0.999606254813491,"David","Jones",1996,18112,"David","Jones",1996,18112,0,0,0,"(0.9,1]"
7850,"James","Johnson",1993,15438,2,0,2,2,0.9851868388166,"James","Johnson",1993,15438,"James","yefycir",1993,15438,0,7,0,"(0.9,1]"
7851,"Sarah","Brown",1979,12874,0,0,2,2,0.637087109523096,"Sarah","Brown",1979,12874,"wkvyh","vkelc",1979,12874,4,5,0,"(0.6,0.7]"
7852,"William","Smith",1981,17235,2,2,0,2,0.953764941384782,"William","Smith",1981,17235,"William","Smith",1983,17235,0,0,2,"(0.9,1]"
7853,"Emma","Jones",1993,11036,2,2,2,2,0.999606254813491,"Emma","Jones",1993,11036,"Emma","Jones",1993,11036,0,0,0,"(0.9,1]"
7854,"John","Jones",1992,17730,0,2,0,2,0.352540029046541,"John","Jones",1992,17730,"Johy","Jones",1991,17730,1,0,1,"(0.3,0.4]"
7855,"Sarah","Brown",1995,16037,2,2,0,2,0.953764941384782,"Sarah","Brown",1995,16037,"Sarah","Brown",1996,16037,0,0,1,"(0.9,1]"
7856,"John","Martinez",1979,14366,2,2,0,2,0.953764941384782,"John","Martinez",1979,14366,"John","Martinez",1981,14366,0,0,2,"(0.9,1]"
7857,"John","Rodriguez",1987,10305,0,2,0,2,0.352540029046541,"John","Rodriguez",1987,10305,"Jomn","Rodriguez",1986,10305,1,0,1,"(0.3,0.4]"
7858,"James","Johnson",1991,11263,2,2,2,2,0.999606254813491,"James","Johnson",1991,11263,"James","Johnson",1991,11263,0,0,0,"(0.9,1]"
7859,"Emma","Smith",2000,19656,0,0,2,2,0.637087109523096,"Emma","Smith",2000,19656,"Emmx","Ssith",2000,19656,1,1,0,"(0.6,0.7]"
7861,"Emma","Brown",1991,12275,0,2,2,2,0.985296268614473,"Emma","Brown",1991,12275,"Emva","Brown",1991,12275,1,0,0,"(0.9,1]"
7862,"Emma","Miller",1980,13683,0,2,2,2,0.985296268614473,"Emma","Miller",1980,13683,"whgi","Miller",1980,13683,4,0,0,"(0.9,1]"
7863,"Michael","Martinez",1977,10839,2,2,2,2,0.999606254813491,"Michael","Martinez",1977,10839,"Michael","Martinez",1977,10839,0,0,0,"(0.9,1]"
7864,"Emma","Rodriguez",1984,17189,2,2,2,2,0.999606254813491,"Emma","Rodriguez",1984,17189,"Emma","Rodriguez",1984,17189,0,0,0,"(0.9,1]"
7866,"James","Garcia",1996,12499,2,2,0,2,0.953764941384782,"James","Garcia",1996,12499,"James","Garcia",1995,12499,0,0,1,"(0.9,1]"
7867,"Emily","Williams",1990,10261,2,2,2,2,0.999606254813491,"Emily","Williams",1990,10261,"Emily","Williams",1990,10261,0,0,0,"(0.9,1]"
7868,"Olivia","Davis",1992,13546,2,0,2,2,0.9851868388166,"Olivia","Davis",1992,13546,"Olivia","gziuq",1992,13546,0,5,0,"(0.9,1]"
7869,"David","Rodriguez",1994,12495,2,2,2,2,0.999606254813491,"David","Rodriguez",1994,12495,"David","Rodriguez",1994,12495,0,0,0,"(0.9,1]"
7870,"Olivia","Martinez",1976,14514,2,2,2,2,0.999606254813491,"Olivia","Martinez",1976,14514,"Olivia","Martinez",1976,14514,0,0,0,"(0.9,1]"
7871,"Emma","Smith",1972,18367,2,2,2,2,0.999606254813491,"Emma","Smith",1972,18367,"Emma","Smith",1972,18367,0,0,0,"(0.9,1]"
7872,"William","Johnson",1999,13410,2,2,2,2,0.999606254813491,"William","Johnson",1999,13410,"William","Johnson",1999,13410,0,0,0,"(0.9,1]"
7873,"Olivia","Brown",1988,13767,2,2,2,2,0.999606254813491,"Olivia","Brown",1988,13767,"Olivia","Brown",1988,13767,0,0,0,"(0.9,1]"
7874,"James","Jones",1987,19707,2,2,2,2,0.999606254813491,"James","Jones",1987,19707,"James","Jones",1987,19707,0,0,0,"(0.9,1]"
7875,"William","Smith",1977,13821,0,2,2,2,0.985296268614473,"William","Smith",1977,13821,"Willvbn","Smith",1977,13821,3,0,0,"(0.9,1]"
7876,"James","Davis",1984,10873,0,2,2,2,0.985296268614473,"James","Davis",1984,10873,"Jqafk","Davis",1984,10873,4,0,0,"(0.9,1]"
7877,"David","Johnson",1976,18069,0,0,2,2,0.637087109523096,"David","Johnson",1976,18069,"Davwd","Jvhnson",1976,18069,1,1,0,"(0.6,0.7]"
7878,"Michael","Rodriguez",1985,14262,2,2,2,2,0.999606254813491,"Michael","Rodriguez",1985,14262,"Michael","Rodriguez",1985,14262,0,0,0,"(0.9,1]"
7879,"Emma","Jones",1995,12262,2,2,2,2,0.999606254813491,"Emma","Jones",1995,12262,"Emma","Jones",1995,12262,0,0,0,"(0.9,1]"
7880,"James","Rodriguez",1982,16311,2,2,2,2,0.999606254813491,"James","Rodriguez",1982,16311,"James","Rodriguez",1982,16311,0,0,0,"(0.9,1]"
7881,"Olivia","Davis",1974,12027,0,2,0,2,0.352540029046541,"Olivia","Davis",1974,12027,"bjcyee","Davis",1975,12027,6,0,1,"(0.3,0.4]"
7882,"Jane","Martinez",1970,19897,2,2,0,2,0.953764941384782,"Jane","Martinez",1970,19897,"Jane","Martinez",1968,19897,0,0,2,"(0.9,1]"
7883,"William","Smith",1973,14113,2,0,2,2,0.9851868388166,"William","Smith",1973,14113,"William","ajeun",1973,14113,0,5,0,"(0.9,1]"
7884,"Olivia","Garcia",1982,11620,2,2,2,2,0.999606254813491,"Olivia","Garcia",1982,11620,"Olivia","Garcia",1982,11620,0,0,0,"(0.9,1]"
7885,"Michael","Rodriguez",1972,19202,2,2,2,2,0.999606254813491,"Michael","Rodriguez",1972,19202,"Michael","Rodriguez",1972,19202,0,0,0,"(0.9,1]"
7886,"William","Garcia",1996,16832,2,2,2,2,0.999606254813491,"William","Garcia",1996,16832,"William","Garcia",1996,16832,0,0,0,"(0.9,1]"
7887,"William","Williams",1987,15071,2,2,2,2,0.999606254813491,"William","Williams",1987,15071,"William","Williams",1987,15071,0,0,0,"(0.9,1]"
7888,"Sarah","Davis",1980,16525,2,2,2,2,0.999606254813491,"Sarah","Davis",1980,16525,"Sarah","Davis",1980,16525,0,0,0,"(0.9,1]"
7889,"David","Garcia",1987,16138,2,2,2,2,0.999606254813491,"David","Garcia",1987,16138,"David","Garcia",1987,16138,0,0,0,"(0.9,1]"
7890,"Emily","Smith",2000,10947,2,0,2,2,0.9851868388166,"Emily","Smith",2000,10947,"Emily","Sbylj",2000,10947,0,4,0,"(0.9,1]"
7891,"James","Rodriguez",1986,11184,2,2,2,2,0.999606254813491,"James","Rodriguez",1986,11184,"James","Rodriguez",1986,11184,0,0,0,"(0.9,1]"
7892,"James","Johnson",1987,18083,2,2,2,2,0.999606254813491,"James","Johnson",1987,18083,"James","Johnson",1987,18083,0,0,0,"(0.9,1]"
7893,"Michael","Rodriguez",1999,14829,2,0,2,2,0.9851868388166,"Michael","Rodriguez",1999,14829,"Michael","jodriguez",1999,14829,0,1,0,"(0.9,1]"
7894,"David","Smith",1980,17874,0,2,2,2,0.985296268614473,"David","Smith",1980,17874,"favzr","Smith",1980,17874,3,0,0,"(0.9,1]"
7895,"Olivia","Brown",1975,16709,0,0,2,2,0.637087109523096,"Olivia","Brown",1975,16709,"Osinia","lvowq",1975,16709,2,3,0,"(0.6,0.7]"
7896,"Emily","Williams",1998,13906,2,2,2,2,0.999606254813491,"Emily","Williams",1998,13906,"Emily","Williams",1998,13906,0,0,0,"(0.9,1]"
7897,"Emma","Smith",1972,19836,2,0,2,2,0.9851868388166,"Emma","Smith",1972,19836,"Emma","lyuri",1972,19836,0,5,0,"(0.9,1]"
7898,"Emma","Brown",1992,11722,0,0,2,2,0.637087109523096,"Emma","Brown",1992,11722,"Emmj","Baobi",1992,11722,1,3,0,"(0.6,0.7]"
7899,"William","Davis",1972,16430,2,0,2,2,0.9851868388166,"William","Davis",1972,16430,"William","Dazds",1972,16430,0,2,0,"(0.9,1]"
7900,"Michael","Miller",1994,12930,2,0,2,2,0.9851868388166,"Michael","Miller",1994,12930,"Michael","livllr",1994,12930,0,3,0,"(0.9,1]"
7901,"Olivia","Williams",1980,18436,2,2,2,2,0.999606254813491,"Olivia","Williams",1980,18436,"Olivia","Williams",1980,18436,0,0,0,"(0.9,1]"
7902,"John","Martinez",1997,10363,2,0,2,2,0.9851868388166,"John","Martinez",1997,10363,"John","berlieez",1997,10363,0,4,0,"(0.9,1]"
7903,"Jane","Miller",1997,11087,2,2,2,2,0.999606254813491,"Jane","Miller",1997,11087,"Jane","Miller",1997,11087,0,0,0,"(0.9,1]"
7904,"James","Smith",1979,16312,0,2,2,2,0.985296268614473,"James","Smith",1979,16312,"laees","Smith",1979,16312,2,0,0,"(0.9,1]"
7905,"James","Jones",1980,13256,2,2,2,2,0.999606254813491,"James","Jones",1980,13256,"James","Jones",1980,13256,0,0,0,"(0.9,1]"
7906,"David","Johnson",1977,14006,2,2,2,2,0.999606254813491,"David","Johnson",1977,14006,"David","Johnson",1977,14006,0,0,0,"(0.9,1]"
7907,"Michael","Jones",1995,15770,0,2,2,2,0.985296268614473,"Michael","Jones",1995,15770,"xmcjael","Jones",1995,15770,3,0,0,"(0.9,1]"
7908,"David","Johnson",1998,14207,2,2,2,2,0.999606254813491,"David","Johnson",1998,14207,"David","Johnson",1998,14207,0,0,0,"(0.9,1]"
7909,"John","Williams",1979,10649,2,2,0,2,0.953764941384782,"John","Williams",1979,10649,"John","Williams",1978,10649,0,0,1,"(0.9,1]"
7910,"Olivia","Brown",1978,12633,0,2,2,2,0.985296268614473,"Olivia","Brown",1978,12633,"Ozivia","Brown",1978,12633,1,0,0,"(0.9,1]"
7911,"Sarah","Jones",1991,15304,2,2,2,2,0.999606254813491,"Sarah","Jones",1991,15304,"Sarah","Jones",1991,15304,0,0,0,"(0.9,1]"
7912,"Michael","Garcia",1979,18273,2,2,2,2,0.999606254813491,"Michael","Garcia",1979,18273,"Michael","Garcia",1979,18273,0,0,0,"(0.9,1]"
7913,"David","Miller",1988,17350,0,2,2,2,0.985296268614473,"David","Miller",1988,17350,"Dyzid","Miller",1988,17350,2,0,0,"(0.9,1]"
7914,"John","Davis",1970,12871,2,0,2,2,0.9851868388166,"John","Davis",1970,12871,"John","Dcvrb",1970,12871,0,3,0,"(0.9,1]"
7915,"John","Garcia",1985,17609,2,0,2,2,0.9851868388166,"John","Garcia",1985,17609,"John","gphcia",1985,17609,0,3,0,"(0.9,1]"
7916,"John","Williams",1981,19378,2,2,2,2,0.999606254813491,"John","Williams",1981,19378,"John","Williams",1981,19378,0,0,0,"(0.9,1]"
7917,"James","Miller",1971,17657,2,2,2,2,0.999606254813491,"James","Miller",1971,17657,"James","Miller",1971,17657,0,0,0,"(0.9,1]"
7918,"Olivia","Jones",1995,17896,2,2,2,2,0.999606254813491,"Olivia","Jones",1995,17896,"Olivia","Jones",1995,17896,0,0,0,"(0.9,1]"
7919,"Jane","Williams",1986,11859,2,2,2,2,0.999606254813491,"Jane","Williams",1986,11859,"Jane","Williams",1986,11859,0,0,0,"(0.9,1]"
7920,"Jane","Garcia",1985,16688,2,2,0,2,0.953764941384782,"Jane","Garcia",1985,16688,"Jane","Garcia",1987,16688,0,0,2,"(0.9,1]"
7921,"Emma","Garcia",1990,17765,2,2,2,2,0.999606254813491,"Emma","Garcia",1990,17765,"Emma","Garcia",1990,17765,0,0,0,"(0.9,1]"
7922,"John","Jones",1974,13949,2,2,2,2,0.999606254813491,"John","Jones",1974,13949,"John","Jones",1974,13949,0,0,0,"(0.9,1]"
7923,"Emily","Garcia",1992,14877,0,2,2,2,0.985296268614473,"Emily","Garcia",1992,14877,"Emcay","Garcia",1992,14877,2,0,0,"(0.9,1]"
7924,"Emma","Martinez",1988,13289,2,2,2,2,0.999606254813491,"Emma","Martinez",1988,13289,"Emma","Martinez",1988,13289,0,0,0,"(0.9,1]"
7925,"Michael","Garcia",1990,17408,2,2,0,2,0.953764941384782,"Michael","Garcia",1990,17408,"Michael","Garcia",1991,17408,0,0,1,"(0.9,1]"
7926,"Michael","Garcia",1975,15616,2,2,2,2,0.999606254813491,"Michael","Garcia",1975,15616,"Michael","Garcia",1975,15616,0,0,0,"(0.9,1]"
7927,"James","Miller",1989,17846,2,0,0,2,0.350824129674507,"James","Miller",1989,17846,"James","sipqit",1987,17846,0,5,2,"(0.3,0.4]"
7928,"Jane","Davis",1997,14513,2,2,2,2,0.999606254813491,"Jane","Davis",1997,14513,"Jane","Davis",1997,14513,0,0,0,"(0.9,1]"
7929,"William","Johnson",1994,12348,2,0,0,2,0.350824129674507,"William","Johnson",1994,12348,"William","cohnseg",1993,12348,0,3,1,"(0.3,0.4]"
7930,"James","Rodriguez",1996,15828,0,0,2,2,0.637087109523096,"James","Rodriguez",1996,15828,"ljirs","Rodrkrbez",1996,15828,4,3,0,"(0.6,0.7]"
7931,"Jane","Rodriguez",1977,14331,2,2,0,2,0.953764941384782,"Jane","Rodriguez",1977,14331,"Jane","Rodriguez",1975,14331,0,0,2,"(0.9,1]"
7932,"David","Davis",1977,19434,2,2,2,2,0.999606254813491,"David","Davis",1977,19434,"David","Davis",1977,19434,0,0,0,"(0.9,1]"
7933,"John","Smith",1986,14564,0,2,2,2,0.985296268614473,"John","Smith",1986,14564,"Joha","Smith",1986,14564,1,0,0,"(0.9,1]"
7934,"David","Miller",1989,11340,0,2,2,2,0.985296268614473,"David","Miller",1989,11340,"yqqdo","Miller",1989,11340,5,0,0,"(0.9,1]"
7935,"Emily","Smith",1993,15275,2,0,2,2,0.9851868388166,"Emily","Smith",1993,15275,"Emily","Smitq",1993,15275,0,1,0,"(0.9,1]"
7936,"Sarah","Rodriguez",1994,14748,2,2,2,2,0.999606254813491,"Sarah","Rodriguez",1994,14748,"Sarah","Rodriguez",1994,14748,0,0,0,"(0.9,1]"
7937,"Sarah","Jones",1981,17366,2,2,0,2,0.953764941384782,"Sarah","Jones",1981,17366,"Sarah","Jones",1979,17366,0,0,2,"(0.9,1]"
7938,"Michael","Smith",1997,16761,2,0,2,2,0.9851868388166,"Michael","Smith",1997,16761,"Michael","Sykxy",1997,16761,0,4,0,"(0.9,1]"
7939,"Michael","Brown",1995,17554,2,2,0,2,0.953764941384782,"Michael","Brown",1995,17554,"Michael","Brown",1994,17554,0,0,1,"(0.9,1]"
